product_1_name,product_2_id,product_2_name,size_unit_1,retailer_1,match_source,price_1,brand_1,lexical_similarity,brand_similarity,price_2,size_value_2,category,size_value_1,size_unit_2,brand_2,currency_2,currency_1,similarity,product_1_id,size_similarity,retailer_2
"Hair Shampoo Bar, Anti Hair Loss Soap,anti-hair Loss Rice Shampoo Bar,solid Shampoo, Organic Herbal Solid Soap Hair, Hair Loss Anti Dandruff,shampoo B",PRD7a86bc0c,Hair Shampoo Bar Soap Weakly Alkaline Anti Dandruff For Oil,,fruugo.co.uk,main_engine,11.99,Hair Shampoo,59.68,100.0,6.44,85.0,Shampoo Bar,,g,Hair Shampoo,GBP,GBP,95.0,PRD383ec9db,50.0,eBay - suntekmall
Friendly Soap Lavender Tea Tree Conditioner Bar,PRD9e61c9a7,Friendly Soap Lavender & Geranium Conditioner Bar,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,78.65,100.0,8.99,,Conditioner Bar,,,Friendly Soap,GBP,GBP,100.0,PRD392d044d,50.0,C & G Natural Beauty Shop
Friendly Soap Lavender Tea Tree Conditioner Bar,PRD28257c33,Friendly Soap Conditioner Bar - Lavender & Tea Tree,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,100.0,100.0,33.22,90.0,Conditioner Bar,,g,Friendly Soap,GBP,GBP,100.0,PRD392d044d,50.0,eBay - gudz_uk
Friendly Soap Lavender Tea Tree Conditioner Bar,PRD99303b82,Conditioner Bar - - Lavender & Geranium | Friendly Soap,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,78.65,100.0,91.7,12.0,Conditioner Bar,,pack,Friendly Soap,GBP,GBP,100.0,PRD392d044d,50.0,Friendly Soap
Friendly Soap Lavender Tea Tree Conditioner Bar,PRD24f16863,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,63.57,100.0,8.99,,Conditioner Bar,,,Friendly Soap,GBP,GBP,90.5,PRD392d044d,50.0,REGN
Friendly Soap Lavender Tea Tree Conditioner Bar,PRD8e54123b,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,63.57,100.0,91.7,12.0,Conditioner Bar,,pack,Friendly Soap,GBP,GBP,90.0,PRD392d044d,50.0,Friendly Soap
Friendly Soap Lavender Tea Tree Conditioner Bar,PRDa1991032,Friendly Soap Conditioner Bar - Fragrance-free,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.62,Friendly Soap,66.57,100.0,33.22,90.0,Conditioner Bar,,g,Friendly Soap,GBP,GBP,89.2,PRD392d044d,50.0,eBay - gudz_uk
ethique Shampoo Bar for Fine,PRDe35a5fb3,ethique Smoothing Shampoo Bar for Frizzy Hair 10 Uses,,Ethique GB,main_engine,3.0,,70.12,50.0,3.0,,Shampoo Bar,,,,GBP,GBP,73.8,PRD39a03679,50.0,Ethique GB
ethique Shampoo Bar for Fine,PRD164e18d5,ethique Clarifying Shampoo Bar for Oily Hair & Scalp 10 Uses,,Ethique GB,main_engine,3.0,,68.66,50.0,3.0,,Shampoo Bar,,,,GBP,GBP,73.5,PRD39a03679,50.0,Ethique GB
ethique Shampoo Bar for Fine,PRDbe4a00e2,Ethique Heali Kiwi Solid Shampoo Bar,,Ethique GB,main_engine,3.0,,63.51,50.0,8.86,,Shampoo Bar,,,Ethique Heali,GBP,GBP,68.9,PRD39a03679,50.0,eBay
ethique Shampoo Bar for Fine,PRDf0458c57,ETHIQUE SHAMPOO BAR JASMINE FOR HAIR TREATMENT - BEST SHAMPOO BAR VEGAN AND CRUELTY FREE DRY SOAP BAR,,Ethique GB,main_engine,3.0,,64.78,50.0,18.55,,Shampoo Bar,,,ETHIQUE SHAMPOO,GBP,GBP,68.4,PRD39a03679,50.0,pure-keratin.com
Minimalist Multi-Peptides 10% Face Serum,PRD3a4d51fd,Minimalist Multi-Peptides 10% Face Serum,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,12.99,Minimalist Multi-Peptides,100.0,100.0,12.99,,Face Serum,,,Minimalist Multi-Peptides,GBP,GBP,100.0,PRD3a4d51fd,50.0,Superdrug.com
Garnier Ultimate Blends Argan & Camellia Shampoo Bar,PRD3873f52e,Garnier Ultimate Blends Shampoo Bar Ginger Recovery,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,4.47,Garnier,71.63,100.0,5.25,60.0,Shampoo Bar,,g,Garnier,GBP,GBP,92.8,PRD3ac1f6ed,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Lavender and Rosemary Conditioner Bar,PRDa6d024a6,"Lavender and Lime , Solid Conditioner, Zero Waste, Hair conditioner, Self Care, Eco, Vegan Products, Plastic Free, long lasting Travel bar",,Clearstone,main_engine,5.98,Lavender,59.69,100.0,1.5,5.0,Conditioner Bar,,g,Lavender,GBP,GBP,82.7,PRD3c74a68f,50.0,The Natural Spa Cosmetics
Tarte Whipped Body Butter Cake Butter,PRD6d6aa7db,Whipped Body Butter,,tarte cosmetics,post_processing,14.0,Tarte Whipped,84.0,0.0,23.47,,Body Butter,,,Whipped Body,GBP,GBP,69.0,PRD3ddd785c,50.0,eBay
Tarte Whipped Body Butter Cake Butter,PRD5b9cf2b9,Body Whipped Butter . Jar Birthday Cake,,tarte cosmetics,post_processing,14.0,Tarte Whipped,76.19,0.0,8.91,6.0,Body Butter,,oz,Body Whipped,GBP,GBP,61.2,PRD3ddd785c,50.0,eBay
Tree Hut Whipped Body Butter,PRD3b9ce914,Tree Hut Tropic Glow Firming Whipped Body Butter,,Holland & Barrett,main_engine,15.99,Tree Hut,85.0,100.0,15.99,,Body Butter,,,Tree Hut,GBP,GBP,100.0,PRD3e158b60,50.0,Holland & Barrett
Bree Probiotic Hair Shampoo Bar,PRD94df6e4e,Shampoo Bar,,Bree Probiotic Skincare,post_processing,10.0,Bree Probiotic,76.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,61.0,PRD41872344,50.0,The Suffolk Soap Co.
pure anada Soothing Natural Conditioner Bar,PRD591db5d1,Natural Conditioner Bar,,Live in the Light,main_engine,23.5,,80.0,50.0,8.0,,Conditioner Bar,,,Natural Conditioner,GBP,GBP,76.0,PRD431f8794,50.0,Wriggly Tin Soap Co.
Kaantam Whipped Body Butter For Smooth Skin 100gm,PRD6d6aa7db,Whipped Body Butter,g,eBay - livingessentials_23,post_processing,19.97,Kaantam Whipped,75.0,0.0,23.47,,Body Butter,100.0,,Whipped Body,GBP,GBP,60.0,PRD432489c5,50.0,eBay
Luxury No.1 Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,,Amazon.co.uk - Amazon.co.uk-Seller,post_processing,19.99,Luxury No.1,80.0,0.0,23.47,,Body Butter,,,Whipped Body,GBP,GBP,65.0,PRD44394d34,50.0,eBay
nalas baby Body Butter Duo,PRDe20ca495,Burst Bodycare Orange Body Butter,ml,Boots.com,main_engine,14.0,,46.61,50.0,8.0,200.0,Body Butter,200.0,ml,Burst Bodycare,GBP,GBP,70.3,PRD4452b39d,100.0,M&S
nalas baby Body Butter Duo,PRD4625a9ee,Farmona Tutti Frutti Nourishing Body Butter Caramel & Cinnamon,ml,Boots.com,main_engine,14.0,,42.95,50.0,3.6,200.0,Body Butter,200.0,ml,Farmona Tutti,GBP,GBP,65.7,PRD4452b39d,100.0,Notino.co.uk
nalas baby Body Butter Duo,PRD09d04044,Bronnley Eclectic Elements Body Butter,ml,Boots.com,main_engine,14.0,,45.68,50.0,13.36,200.0,Body Butter,200.0,ml,Bronnley Eclectic,GBP,GBP,65.3,PRD4452b39d,100.0,eBay
Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,PRD459b7e1a,Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,,Amazon.co.uk,main_engine,4.15,Little Soap Company,100.0,100.0,5.8,,Shampoo Bar,,,Little Soap Company,GBP,GBP,100.0,PRD459b7e1a,50.0,Waitrose & Partners
Luscious Locks Natural Shampoo Bar,PRD94df6e4e,Shampoo Bar,,The Dartmoor Soap Company,post_processing,7.25,Luscious Locks,76.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,61.0,PRD45c3134d,50.0,The Suffolk Soap Co.
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,81.24,100.0,11.88,,Shampoo Bar,,,Nature Triangle,GBP,GBP,100.0,PRD4633f3ef,50.0,fruugo.co.uk
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRDdb039b35,"Nature Triangle Shampoo Bar, Nature Green Triangle Solide Shampoo Soap, Cleansing Nourishing Hair Strengthens Hair, for Women And Men ()",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,73.33,100.0,9.99,2.0,Shampoo Bar,,pcs,Nature Triangle,GBP,GBP,99.4,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD9f09222c,Nature Triangle Usman Grass Shampoo Bar,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,72.63,100.0,9.97,,Shampoo Bar,,,Nature Triangle,GBP,GBP,95.6,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD644540eb,"Nature Triangle Shampoo Bar, 2025 New Nature Seven Green Shampoo, Natural Plant-Based Solid Shampoobar, Gentle Cleansing & Nourishing Care for",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,59.31,100.0,11.99,,Shampoo Bar,,,Nature Triangle,GBP,GBP,89.0,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD1854213e,"Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,59.49,100.0,9.99,,Shampoo Bar,,,Nature Triangle,GBP,GBP,88.1,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD4d74acf3,"Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,58.65,100.0,8.87,2.0,Shampoo Bar,,pcs,Nature Triangle,GBP,GBP,88.1,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD89df39f4,"Nature Triangle Shampoo Bar, Natural Grass Glutinous Rice Water Solid Shampoo Bar for Hair Care & Hair Growth, Calming & Strengthens Hair, Gentle on",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,56.4,100.0,5.28,,Shampoo Bar,,,Nature Triangle,GBP,GBP,86.2,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD83cc251e,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,81.93,50.0,12.99,2.0,Shampoo Bar,,pcs,,GBP,GBP,85.4,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRDd8d93ae9,"1-3x Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,79.3,50.0,12.95,1.0,Shampoo Bar,,pcs,,GBP,GBP,83.6,PRD4633f3ef,50.0,fruugo.co.uk
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD2d71f7bb,"Nature Triangle Shampoo Bar, Deep Cleaning Shampoo Bar for Traveling, Cepress Orientalis Platycladus Her-bal Hair Strengthening Soap, Strengthens",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,53.04,100.0,7.79,,Shampoo Bar,,,Nature Triangle,GBP,GBP,81.9,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRDf2daad50,"2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,77.04,50.0,6.89,1.0,Shampoo Bar,,pcs,,GBP,GBP,81.1,PRD4633f3ef,50.0,fruugo.co.uk
"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",PRD4ebccb85,Natural Triangle Usman Grass Shampoo Bar,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.98,Nature Triangle,63.33,50.0,6.89,2.0,Shampoo Bar,,pcs,,GBP,GBP,68.5,PRD4633f3ef,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Hydrating Conditioning Solid Shampoo Bar,PRD94df6e4e,Shampoo Bar,,Arcade Skincare,post_processing,9.0,Hydrating Conditioning,76.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,61.0,PRD4719f24e,50.0,The Suffolk Soap Co.
Soap & Glory Berry & Bright Body Butter,PRD1e2d2b20,Soap & Glory Call of Fruity Body Butter,ml,Boots.com,main_engine,6.0,Soap,64.09,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,93.3,PRD47ea1152,50.0,Boots.com
Soap & Glory Berry & Bright Body Butter,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,ml,Boots.com,main_engine,6.0,Soap,67.32,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,92.5,PRD47ea1152,50.0,Boots.com
Soap & Glory Berry & Bright Body Butter,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,ml,Boots.com,main_engine,6.0,Soap,67.32,100.0,49.85,,Body Butter,200.0,,Soap,GBP,GBP,92.5,PRD47ea1152,50.0,eBay - jadashats-us
Soap & Glory Berry & Bright Body Butter,PRD30a3b49a,Soap & Glory MAGNIFI-COCO Body Butter,ml,Boots.com,main_engine,6.0,Soap,66.32,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,90.6,PRD47ea1152,50.0,Boots.com
Soap & Glory Berry & Bright Body Butter,PRDe4842ed8,Soap & Glory Original The Righteous Butter Body Lotion,ml,Boots.com,main_engine,6.0,Soap,62.32,100.0,3.66,,Body Butter,200.0,,Soap,GBP,GBP,88.3,PRD47ea1152,50.0,eBay
Soap & Glory Berry & Bright Body Butter,PRDeff54c48,Soap and Glory The Righteous Body Butter,ml,Boots.com,main_engine,6.0,Soap,64.18,100.0,9.99,,Body Butter,200.0,,Soap,GBP,GBP,88.1,PRD47ea1152,50.0,Boots.com
Soap & Glory Berry & Bright Body Butter,PRDa783e838,Soap & Glory Limited Edition Fresh As Fig Body Butter,ml,Boots.com,main_engine,6.0,Soap,60.86,100.0,5.99,,Body Butter,200.0,,Soap,GBP,GBP,85.8,PRD47ea1152,50.0,Boots.com
Soap & Glory Berry & Bright Body Butter,PRDa2063a8c,Soap & And Glory The Righteous Body Butter,ml,Boots.com,main_engine,6.0,Soap,64.18,100.0,20.39,600.0,Body Butter,200.0,ml,Soap,GBP,GBP,78.1,PRD47ea1152,0.0,eBay - zorilus7
Head and Shoulders Anti Dandruff Shampoo Bar With Citrus,PRD0f733f9f,Arista Shampoo Bar Anti-dandruff,g,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.65,Head,68.63,0.0,6.89,80.0,Shampoo Bar,70.0,g,Arista Shampoo,GBP,GBP,68.5,PRD48321c1e,50.0,Fairhaven Wholefoods
Mallows Beauty AHA Peachy Body Butter,PRDdd7f4e85,Mallows Beauty Birthday Cake Body Butter,,Boots.com,main_engine,11.95,Mallows Beauty,69.52,100.0,14.95,,Body Butter,,,Mallows Beauty,GBP,GBP,94.2,PRD498ac8dd,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Tree Hut Moroccan Rose Whipped Body Butter,PRD3e158b60,Tree Hut Whipped Body Butter,,Boots.com,main_engine,15.99,Tree Hut,88.57,100.0,15.99,,Body Butter,,,Tree Hut,GBP,GBP,100.0,PRD4a89a3ef,50.0,Holland & Barrett
Tree Hut Moroccan Rose Whipped Body Butter,PRD3b9ce914,Tree Hut Tropic Glow Firming Whipped Body Butter,,Boots.com,main_engine,15.99,Tree Hut,68.0,100.0,15.99,,Body Butter,,,Tree Hut,GBP,GBP,91.3,PRD4a89a3ef,50.0,Holland & Barrett
"Hair Shampoo Bar,Scalp Cleansing Soap | Natural Solid Shampoo Bar for Women Men Home Travel Daily Care Combination Oily Dry Hair Cleansing",PRD383ec9db,"Hair Shampoo Bar, Anti Hair Loss Soap,anti-hair Loss Rice Shampoo Bar,solid Shampoo, Organic Herbal Solid Soap Hair, Hair Loss Anti Dandruff,shampoo B",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,3.69,Hair Shampoo,43.93,100.0,11.99,,Shampoo Bar,,,Hair Shampoo,GBP,GBP,75.8,PRD4a8c859e,50.0,fruugo.co.uk
"Hair Shampoo Bar,Scalp Cleansing Soap | Natural Solid Shampoo Bar for Women Men Home Travel Daily Care Combination Oily Dry Hair Cleansing",PRD7a86bc0c,Hair Shampoo Bar Soap Weakly Alkaline Anti Dandruff For Oil,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,3.69,Hair Shampoo,44.41,100.0,6.44,85.0,Shampoo Bar,,g,Hair Shampoo,GBP,GBP,73.4,PRD4a8c859e,50.0,eBay - suntekmall
"Hair Shampoo Bar,Scalp Cleansing Soap | Natural Solid Shampoo Bar for Women Men Home Travel Daily Care Combination Oily Dry Hair Cleansing",PRDa31876c5,Hair Shampoo Bar Soap Organic Ecofriendly Anti Dandruff For Growth,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,3.69,Hair Shampoo,41.66,100.0,6.36,85.0,Shampoo Bar,,g,Hair Shampoo,GBP,GBP,69.9,PRD4a8c859e,50.0,eBay - sitedv88
"Solid Shampoo Bar for Hair Growth for Itchy Scalp, Men & Women, Shampoo for Thinning Hair, Rough Hair, and Silky (Colongne)",PRDb636b1e0,"Solid Shampoo For Oily Hair, 80",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,4.99,Solid Shampoo,60.18,100.0,28.41,,Shampoo Bar,,,Solid Shampoo,GBP,GBP,80.2,PRD4aeb7397,50.0,eBay - onebioshopcom
"Solid Shampoo Bar for Hair Growth for Itchy Scalp, Men & Women, Shampoo for Thinning Hair, Rough Hair, and Silky (Colongne)",PRD49a2a30e,"Solid Shampoo For Curly Hair, 80",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,4.99,Solid Shampoo,59.22,100.0,28.41,,Shampoo Bar,,,Solid Shampoo,GBP,GBP,78.5,PRD4aeb7397,50.0,eBay - onebioshopcom
"Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,8.87,Nature Triangle,58.83,100.0,11.88,,Shampoo Bar,2.0,,Nature Triangle,GBP,GBP,89.2,PRD4d74acf3,50.0,fruugo.co.uk
Fresh Outta Fck Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,,eBay,post_processing,14.92,Fresh Outta,80.0,0.0,23.47,,Body Butter,,,Whipped Body,GBP,GBP,65.0,PRD4e1e0505,50.0,eBay
Dr Shea Shimmer Vanilla Shea Butter Body Butter,PRD59be1a2b,Dr. Shea Body Butter Confident Coconut Moisturizing Body Cream,,Share the Shea,main_engine,14.99,Dr Shea,58.22,100.0,14.99,,Body Butter,,,Dr. Shea,GBP,GBP,92.9,PRD4e398236,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Citrus Burst Solid Shampoo Bar,PRD94df6e4e,Shampoo Bar,,Marigold Charms,post_processing,7.0,Citrus Burst,76.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,61.0,PRD4e993f13,50.0,The Suffolk Soap Co.
Natural Triangle Usman Grass Shampoo Bar,PRD83cc251e,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,67.62,50.0,12.99,2.0,Shampoo Bar,2.0,pcs,,GBP,GBP,93.2,PRD4ebccb85,100.0,Amazon.co.uk - Amazon.co.uk-Seller
Natural Triangle Usman Grass Shampoo Bar,PRD98c87d3d,Natural Triangle Shampoo Bar,pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,86.67,50.0,6.99,,Shampoo Bar,2.0,,Natural Triangle,GBP,GBP,86.5,PRD4ebccb85,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Natural Triangle Usman Grass Shampoo Bar,PRD4d74acf3,"Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,57.83,50.0,8.87,2.0,Shampoo Bar,2.0,pcs,Nature Triangle,GBP,GBP,81.8,PRD4ebccb85,100.0,Amazon.co.uk - Amazon.co.uk-Seller
Natural Triangle Usman Grass Shampoo Bar,PRD1f1a3333,Triangle Shampoo Bar,pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,80.0,50.0,7.56,,Shampoo Bar,2.0,,Triangle Shampoo,GBP,GBP,80.2,PRD4ebccb85,50.0,fruugo.co.uk
Natural Triangle Usman Grass Shampoo Bar,PRDdb039b35,"Nature Triangle Shampoo Bar, Nature Green Triangle Solide Shampoo Soap, Cleansing Nourishing Hair Strengthens Hair, for Women And Men ()",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,46.67,50.0,9.99,2.0,Shampoo Bar,2.0,pcs,Nature Triangle,GBP,GBP,75.9,PRD4ebccb85,100.0,Amazon.co.uk - Amazon.co.uk-Seller
Natural Triangle Usman Grass Shampoo Bar,PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,72.63,50.0,11.88,,Shampoo Bar,2.0,,Nature Triangle,GBP,GBP,72.5,PRD4ebccb85,50.0,fruugo.co.uk
Natural Triangle Usman Grass Shampoo Bar,PRDbec37e07,Natural Vegan Shampoo Bar,pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,68.96,50.0,5.35,,Shampoo Bar,2.0,,Natural Vegan,GBP,GBP,68.1,PRD4ebccb85,50.0,Organics.com
Natural Triangle Usman Grass Shampoo Bar,PRD89df39f4,"Nature Triangle Shampoo Bar, Natural Grass Glutinous Rice Water Solid Shampoo Bar for Hair Care & Hair Growth, Calming & Strengthens Hair, Gentle on",pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,65.66,50.0,5.28,,Shampoo Bar,2.0,,Nature Triangle,GBP,GBP,66.7,PRD4ebccb85,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Natural Triangle Usman Grass Shampoo Bar,PRD56e01d4f,unbrand Platycladus Orientalis Shampoo Bar Natural Usman Grass Solid Shampoo Bar for Gentle Cleansing & Nourishing Care for All Hair Types,pcs,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.89,,63.51,50.0,9.6,,Shampoo Bar,2.0,,,GBP,GBP,65.2,PRD4ebccb85,50.0,fruugo.co.uk
(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,PRD05a78c1c,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,g,eBay,main_engine,114.93,,54.79,50.0,114.93,60.0,Conditioner Bar,60.0,g,,GBP,GBP,80.4,PRD4f126442,100.0,eBay
(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,PRD3c74a68f,Lavender and Rosemary Conditioner Bar,g,eBay,main_engine,114.93,,67.69,50.0,5.98,,Conditioner Bar,60.0,,Lavender,GBP,GBP,69.7,PRD4f126442,50.0,Clearstone
(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,PRD4c4baf48,Mint Conditioner Bar,g,eBay,main_engine,114.93,,59.43,50.0,4.99,55.0,Conditioner Bar,60.0,g,Mint Conditioner,GBP,GBP,69.4,PRD4f126442,50.0,BotaniVie
(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,PRDe9b597c0,Solid Conditioner Bar - Lavender,g,eBay,main_engine,114.93,,65.33,50.0,6.68,,Conditioner Bar,60.0,,Solid Conditioner,GBP,GBP,68.7,PRD4f126442,50.0,eBay
Good Molecules Hyaluronic Acid Serum,PRDa9143a2c,Good Molecules Daily Brightening Serum,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.0,Good Molecules,60.0,100.0,5.94,,Face Serum,,,Good Molecules,GBP,GBP,81.1,PRD4f278f25,50.0,Good Molecules
Good Molecules Hyaluronic Acid Serum,PRDf97646d2,Good Molecules Discoloration Correcting Serum,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,6.0,Good Molecules,60.0,100.0,8.91,,Face Serum,,,Good Molecules,GBP,GBP,77.0,PRD4f278f25,50.0,Good Molecules
Coconut Shampoo Bar,PRD94df6e4e,Shampoo Bar,,Superfly Soap,post_processing,5.0,Coconut Shampoo,86.67,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,71.7,PRD512cdf76,50.0,The Suffolk Soap Co.
