price_id,product_id,retailer_id,price,discount,currency,date_collected
PRC00000001,PRD17d42fdf,RET100de238,5.5,,GBP,20251105_150057
PRC00000002,PRD5c946edc,RETf5b28a6c,6.95,,GBP,20251105_150057
PRC00000003,PRD0ad56c1f,RET10ac3d04,14.0,,GBP,20251105_150057
PRC00000004,PRD2b7ad7f5,RET20c40eed,11.87,,GBP,20251105_150057
PRC00000005,PRD073ac21d,RET7e68a10f,4.35,,GBP,20251105_150057
PRC00000006,PRD3af8ddfc,RETf5b28a6c,9.99,,GBP,20251105_150057
PRC00000007,PRDca37b098,RETa0fa6f9c,5.99,,GBP,20251105_150057
PRC00000008,PRD4a284ae1,RET0f11defc,8.5,,GBP,20251105_150057
PRC00000009,PRD72f1df5a,RETf4bf3041,7.99,,GBP,20251105_150057
PRC00000010,PRD7bece68d,RETf74c1730,3.99,,GBP,20251105_150057
PRC00000011,PRD4ae3e8b7,RET90893039,6.3,,GBP,20251105_150057
PRC00000012,PRDcc0f5021,RET100de238,12.49,,GBP,20251105_150057
PRC00000013,PRD17d42fdf,RET100de238,5.5,,GBP,20251105_150057
PRC00000014,PRD5c946edc,RETf5b28a6c,6.95,,GBP,20251105_150057
PRC00000015,PRD7ed4b758,RET8a26d6d0,5.99,,GBP,20251105_150110
PRC00000016,PRD4633f3ef,RETa0fa6f9c,9.98,,GBP,20251105_150110
PRC00000017,PRD50cad1ef,RET0f11defc,8.5,,GBP,20251105_150110
PRC00000018,PRD00076b47,RET3922bcfe,6.95,,GBP,20251105_150110
PRC00000019,PRD792c7eae,RETcfa76bb3,7.74,,GBP,20251105_150110
PRC00000020,PRD71bb081c,RET5d405dd5,6.6,,GBP,20251105_150110
PRC00000021,PRD9a4829e1,RETa0fa6f9c,6.29,,GBP,20251105_150110
PRC00000022,PRDe44b9ca6,RETd8d204ab,16.4,,GBP,20251105_150110
PRC00000023,PRDccdc63d9,RETa0fa6f9c,16.99,,GBP,20251105_150110
PRC00000024,PRD7f940b33,RETc758df47,13.5,,GBP,20251105_150110
PRC00000025,PRDb6066a73,RETa0fa6f9c,19.68,,GBP,20251105_150110
PRC00000026,PRD7ec88195,RETa4c5b573,10.95,,GBP,20251105_150110
PRC00000027,PRD08b8a635,RET27dbf5bb,8.0,,GBP,20251105_150110
PRC00000028,PRDaf5b3334,RETa0fa6f9c,7.98,,GBP,20251105_150110
PRC00000029,PRD6632a24b,RETf74c1730,3.99,,GBP,20251105_150110
PRC00000030,PRD0b2a9d80,RET5e4f7d1e,6.99,,GBP,20251105_150110
PRC00000031,PRDd827fb0e,RETac4010f8,10.0,,GBP,20251105_150110
PRC00000032,PRD6d4afbfb,RETa3702f28,12.32,,GBP,20251105_150110
PRC00000033,PRD1708dbf1,RET7fb51180,3.0,,GBP,20251105_150110
PRC00000034,PRD2c1d0bb0,RET3474f61b,8.0,,GBP,20251105_150110
PRC00000035,PRD2b678e73,RET008fba75,8.3,,GBP,20251105_150110
PRC00000036,PRD5e20bd28,RET3474f61b,8.0,,GBP,20251105_150110
PRC00000037,PRD32fccff4,RET64439c34,7.0,,GBP,20251105_150110
PRC00000038,PRD94df6e4e,RET1dbb32c2,3.5,,GBP,20251105_150110
PRC00000039,PRD9b984d2c,RET4c6e3d55,7.53,,GBP,20251105_150110
PRC00000040,PRD41872344,RET99a09a4e,10.0,,GBP,20251105_150110
PRC00000041,PRD3af8ddfc,RETf5b28a6c,9.99,,GBP,20251105_150110
PRC00000042,PRDd045d2fd,RETb76d61f2,8.99,,GBP,20251105_150110
PRC00000043,PRDe7a4f7e8,RETd862b5d5,16.5,,GBP,20251105_150121
PRC00000044,PRD5e5c6f54,RET3e957069,22.36,,GBP,20251105_150121
PRC00000045,PRDbfe558a8,RETe784f364,7.0,,GBP,20251105_150121
PRC00000046,PRDc3afb5ea,RETe784f364,7.0,,GBP,20251105_150121
PRC00000047,PRD5f04405a,RET77aefeb0,8.0,,GBP,20251105_150121
PRC00000048,PRDa533db7b,RETeb608125,3.29,,GBP,20251105_150121
PRC00000049,PRDb9ab47bd,RETe42edf78,9.99,,GBP,20251105_150121
PRC00000050,PRDfc2dca9d,RETabfb55fd,9.99,,GBP,20251105_150121
PRC00000051,PRD2805fec7,RETb87b6a76,15.0,,GBP,20251105_150121
PRC00000052,PRDdc45d7bb,RETe42edf78,9.99,,GBP,20251105_150121
PRC00000053,PRDd35a0dc6,RET41629b11,8.5,,GBP,20251105_150121
PRC00000054,PRD3e4a36b9,RET4c22149e,16.95,,GBP,20251105_150121
PRC00000055,PRDd8e434e0,RET1278eddc,12.5,,GBP,20251105_150121
PRC00000056,PRDdf10427c,RET11be1768,7.0,,GBP,20251105_150121
PRC00000057,PRDd6eb427e,RET9edfdf8b,17.35,,GBP,20251105_150121
PRC00000058,PRD365cc2f5,RETe784f364,7.0,,GBP,20251105_150139
PRC00000059,PRDc1fc924c,RETa0fa6f9c,9.99,,GBP,20251105_150139
PRC00000060,PRDe7a4f7e8,RETd862b5d5,16.5,,GBP,20251105_150139
PRC00000061,PRDd174ac03,RETa0fa6f9c,8.0,,GBP,20251105_150139
PRC00000062,PRD38a1c5cf,RET1e756ff1,3.99,,GBP,20251105_150139
PRC00000063,PRD0101ded0,RET28253998,5.99,,GBP,20251105_150139
PRC00000064,PRD2805fec7,RETb87b6a76,15.0,,GBP,20251105_150139
PRC00000065,PRDbdaf38ab,RETa0fa6f9c,9.0,,GBP,20251105_150139
PRC00000066,PRD644540eb,RETa0fa6f9c,11.99,,GBP,20251105_150139
PRC00000067,PRD2d71f7bb,RETa0fa6f9c,7.19,,GBP,20251105_150139
PRC00000068,PRDb9ab47bd,RETe42edf78,9.99,,GBP,20251105_150139
PRC00000069,PRD84975a65,RET4b356c26,16.9,,GBP,20251105_150139
PRC00000070,PRDb8f8edc7,RETabfb55fd,9.99,,GBP,20251105_150139
PRC00000071,PRD501de264,RETd862b5d5,16.5,,GBP,20251105_150139
PRC00000072,PRDb4b4d3db,RET9959051e,8.28,,GBP,20251105_150139
PRC00000073,PRD318bb40d,RETa0fa6f9c,8.99,,GBP,20251105_150139
PRC00000074,PRD5f04405a,RET77aefeb0,8.0,,GBP,20251105_150139
PRC00000075,PRD80c797f3,RETa0fa6f9c,4.99,,GBP,20251105_150139
PRC00000076,PRD7fa44424,RETa0fa6f9c,12.0,,GBP,20251105_150139
PRC00000077,PRD72255753,RET4c22149e,16.95,,GBP,20251105_150139
PRC00000078,PRDd6eb427e,RET9edfdf8b,17.35,,GBP,20251105_150139
PRC00000079,PRD14b3e13d,RETdb270df8,5.0,,GBP,20251105_150139
PRC00000080,PRDae53ed88,RET0b51daf1,2.86,,GBP,20251105_150151
PRC00000081,PRDc95a3030,RET55cac87e,11.0,,GBP,20251105_150151
PRC00000082,PRDb4b4d3db,RET9959051e,8.28,,GBP,20251105_150151
PRC00000083,PRDf0458c57,RET3fda77c2,18.55,,GBP,20251105_150151
PRC00000084,PRD8e39d28b,RET9eb5139f,10.0,,GBP,20251105_150151
PRC00000085,PRD4527bb0b,RETa0fa6f9c,11.99,,GBP,20251105_150151
PRC00000086,PRD789d7a4f,RET0f42dae7,7.0,,GBP,20251105_150151
PRC00000087,PRDc98185b5,RET5f5079c2,7.39,,GBP,20251105_150151
PRC00000088,PRD38a1c5cf,RET1e756ff1,3.99,,GBP,20251105_150151
PRC00000089,PRD6a03e9d2,RETa0fa6f9c,11.96,,GBP,20251105_150151
PRC00000090,PRDb311571e,RET1a1cbe5c,2.6,,GBP,20251105_150151
PRC00000091,PRD2cb508ac,RETb592d442,6.0,,GBP,20251105_150151
PRC00000092,PRD6226a35a,RETc4b82a0d,9.81,,GBP,20251105_150151
PRC00000093,PRDe34f5cb4,RET74c4a538,8.67,,GBP,20251105_150151
PRC00000094,PRD0b03196a,RETf3335b84,7.45,,GBP,20251105_150151
PRC00000095,PRD5cf56bbd,RET3fda77c2,18.55,,GBP,20251105_150151
PRC00000096,PRD9fb529e4,RET28253998,6.52,,GBP,20251105_150151
PRC00000097,PRD1367435b,RETc21581e9,10.0,,GBP,20251105_150151
PRC00000098,PRDb8f8edc7,RETabfb55fd,9.99,,GBP,20251105_150151
PRC00000099,PRD7335ac58,RETd8e83c3b,9.0,,GBP,20251105_150151
PRC00000100,PRDef469070,RET1bef5f03,12.28,,GBP,20251105_150206
PRC00000101,PRD6a6c5481,RET9679b4e6,8.99,,GBP,20251105_150206
PRC00000102,PRDc40d85f0,RET68fa91aa,46.32,,GBP,20251105_150206
PRC00000103,PRD3c2d389d,RETa0fa6f9c,7.68,,GBP,20251105_150206
PRC00000104,PRD9910d61f,RETa0fa6f9c,15.98,,GBP,20251105_150206
PRC00000105,PRDb6066a73,RETa0fa6f9c,19.68,,GBP,20251105_150206
PRC00000106,PRDf0458c57,RET3fda77c2,18.55,,GBP,20251105_150206
PRC00000107,PRD2cda1d48,RETe54ee404,35.77,,GBP,20251105_150206
PRC00000108,PRD1c909256,RET28253998,9.7,,GBP,20251105_150206
PRC00000109,PRDf118bd9e,RETf78d55e5,19.95,,GBP,20251105_150206
PRC00000110,PRDaf783e7c,RET0ad38a55,4.35,,GBP,20251105_150206
PRC00000111,PRDed70a921,RETa0fa6f9c,9.99,,GBP,20251105_150206
PRC00000112,PRDb74db4b5,RETf78d55e5,5.35,,GBP,20251105_150206
PRC00000113,PRD93321cdf,RETf78d55e5,5.18,,GBP,20251105_150206
PRC00000114,PRD84bb8430,RETf78d55e5,10.95,,GBP,20251105_150206
PRC00000115,PRD07323206,RET3d051f78,9.0,,GBP,20251105_150206
PRC00000116,PRD5873124b,RETa0fa6f9c,11.99,,GBP,20251105_150206
PRC00000117,PRD0b03196a,RETf3335b84,7.45,,GBP,20251105_150206
PRC00000118,PRD8b9053a1,RETa2978cb7,21.58,,GBP,20251105_150206
PRC00000119,PRDa14abdb8,RET73f7c3d6,10.0,,GBP,20251105_150206
PRC00000120,PRD5e143c9a,RETcc874665,5.5,,GBP,20251105_150206
PRC00000121,PRD902dee49,RETffe76774,8.17,,GBP,20251105_150206
PRC00000122,PRD5cf56bbd,RET3fda77c2,18.55,,GBP,20251105_150206
PRC00000123,PRDf67820d3,RETd3a24ea8,7.99,,GBP,20251105_150206
PRC00000124,PRD0c80a446,RETdcfa9e13,9.95,,GBP,20251105_150206
PRC00000125,PRD49317617,RETa0fa6f9c,9.99,,GBP,20251105_150206
PRC00000126,PRDb25128e0,RET73f7c3d6,10.0,,GBP,20251105_150206
PRC00000127,PRDd898e63b,RETbdaf19a8,5.17,,GBP,20251105_150206
PRC00000128,PRDccde7173,RETaf7fa99a,26.43,,GBP,20251105_150206
PRC00000129,PRD9fb529e4,RET28253998,6.52,,GBP,20251105_150220
PRC00000130,PRD88961d6a,RETe55aa808,5.99,,GBP,20251105_150220
PRC00000131,PRDe760f9dd,RETfae450f7,4.99,,GBP,20251105_150220
PRC00000132,PRDeb00d5fd,RET73f7c3d6,16.17,,GBP,20251105_150220
PRC00000133,PRD599cae4f,RETa19252d9,3.5,,GBP,20251105_150220
PRC00000134,PRD1512f347,RETa0fa6f9c,9.99,,GBP,20251105_150220
PRC00000135,PRD99c71811,RET8a84b8a8,22.27,,GBP,20251105_150220
PRC00000136,PRD86abf72d,RETe784f364,6.0,,GBP,20251105_150220
PRC00000137,PRDe3dd11df,RETa0fa6f9c,13.99,,GBP,20251105_150220
PRC00000138,PRDb210fb72,RETfad72ccd,14.99,,GBP,20251105_150220
PRC00000139,PRDe048b63d,RET2a01342d,6.0,,GBP,20251105_150220
PRC00000140,PRDbfed8fb5,RETde2603b9,7.95,,GBP,20251105_150220
PRC00000141,PRDbdbd8ebb,RET77aefeb0,9.5,,GBP,20251105_150220
PRC00000142,PRD0c5d9958,RET8e170552,19.6,,GBP,20251105_150220
PRC00000143,PRD40e55836,RETfdb330c1,9.0,,GBP,20251105_150220
PRC00000144,PRD0d178410,RETe784f364,9.0,,GBP,20251105_150337
PRC00000145,PRD9f2019ec,RETe9f3ff2a,5.09,,GBP,20251105_150337
PRC00000146,PRD61fa6878,RET8c9d77ff,11.99,,GBP,20251105_150337
PRC00000147,PRDaaa984c3,RET10113932,5.65,,GBP,20251105_150337
PRC00000148,PRDde06dc8b,RETe876f4d6,9.1,,GBP,20251105_150337
PRC00000149,PRD08db36e1,RETda72338f,7.0,,GBP,20251105_150337
PRC00000150,PRDb2d78717,RETa0fa6f9c,10.0,,GBP,20251105_150337
PRC00000151,PRD607c6e4d,RET1fe07e73,6.99,,GBP,20251105_150337
PRC00000152,PRDaa3f2665,RETb250bdb3,13.0,,GBP,20251105_150337
PRC00000153,PRD6b158da1,RETc4b82a0d,3.9,,GBP,20251105_150337
PRC00000154,PRDd59f770d,RETd333684a,7.95,,GBP,20251105_150337
PRC00000155,PRDa9ed9e6f,RETa3702f28,11.0,,GBP,20251105_150337
PRC00000156,PRDe5a55ed1,RET28253998,114.93,,GBP,20251105_150337
PRC00000157,PRD9f626230,RET7fb51180,6.75,,GBP,20251105_150337
PRC00000158,PRD9ea4972f,RET00d1df6a,25.54,,GBP,20251105_150337
PRC00000159,PRD42f839a3,RET959a5c38,15.95,,GBP,20251105_150337
PRC00000160,PRD956cff78,RET28253998,10.13,,GBP,20251105_150337
PRC00000161,PRD26ee260d,RET9b63be40,5.5,,GBP,20251105_150337
PRC00000162,PRD392d044d,RETa0fa6f9c,9.62,,GBP,20251105_150337
PRC00000163,PRDc2c2df85,RET1278eddc,15.95,,GBP,20251105_150418
PRC00000164,PRDf29c4e79,RET21d1cbbe,8.5,,GBP,20251105_150418
PRC00000165,PRD1c1228d1,RETa0fa6f9c,8.95,,GBP,20251105_150418
PRC00000166,PRDd4fac38d,RET0a20c13d,10.39,,GBP,20251105_150418
PRC00000167,PRDcf1cff8d,RET510fb6e8,5.04,,GBP,20251105_150418
PRC00000168,PRDa28281b5,RET352b6a91,13.5,,GBP,20251105_150418
PRC00000169,PRD25019c65,RET2dc18368,33.99,,GBP,20251105_150418
PRC00000170,PRD9d164e19,RETc08019dc,5.85,,GBP,20251105_150418
PRC00000171,PRD5da04c24,RET20e55e02,12.23,,GBP,20251105_150418
PRC00000172,PRD11ab23c9,RETb770276d,10.0,,GBP,20251105_150418
PRC00000173,PRD77cad3cf,RETa0fa6f9c,7.95,,GBP,20251105_150418
PRC00000174,PRD0d178410,RETe784f364,9.0,,GBP,20251105_150418
PRC00000175,PRDe44c4e0e,RETae67e2fb,6.92,,GBP,20251105_150418
PRC00000176,PRDf60cb331,RET3fe9e7c6,9.65,,GBP,20251105_150418
PRC00000177,PRD0c825e82,RET510fb6e8,7.94,,GBP,20251105_150418
PRC00000178,PRDe7ab3f72,RETa4ecb460,7.15,,GBP,20251105_150418
PRC00000179,PRD9d164e19,RET98ba2f15,6.5,,GBP,20251105_150418
PRC00000180,PRD1f6b8f39,RETdd7b5e2b,15.95,,GBP,20251105_150418
PRC00000181,PRD7ed67458,RETe7e7fee5,10.0,,GBP,20251105_150431
PRC00000182,PRD28d66d6d,RETe0d434b7,7.99,,GBP,20251105_150431
