price_1,brand_2,size_value_2,currency_2,product_1_id,lexical_similarity,product_1_name,product_2_name,size_similarity,retailer_1,size_unit_1,size_value_1,brand_1,size_unit_2,currency_1,price_2,brand_similarity,match_source,product_2_id,retailer_2,similarity,category
8.99,Friendly Soap,12.0,GBP,PRD9e61c9a7,65.79,Friendly Soap Lavender & Geranium Conditioner Bar,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,50.0,C & G Natural Beauty Shop,,,Friendly Soap,pack,GBP,91.7,100.0,main_engine,PRD8e54123b,Friendly Soap,88.5,Conditioner Bar
3.5,Ethique Wonderbar,,GBP,PRDff2e9b24,90.38,Ethique Wonderbar Conditioner Bar for Oily-Normal Hair-Mini,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,50.0,New Zealand Nature - UK,,,Ethique Wonderbar,,GBP,12.99,100.0,main_engine,PRDc18dacd6,Amazon.co.uk - Amazon.co.uk-Seller,100.0,Conditioner Bar
3.5,,,GBP,PRDff2e9b24,65.39,Ethique Wonderbar Conditioner Bar for Oily-Normal Hair-Mini,be CLEAR Oily Hair Conditioner Bar,50.0,New Zealand Nature - UK,,,Ethique Wonderbar,,GBP,6.39,50.0,main_engine,PRD7d5051ba,Cheeks Ahoy,70.8,Conditioner Bar
7.5,KinKind Give,,GBP,PRD531eecf5,77.39,KinKind Give Me Strength Conditioner Bar,KinKind Give Me More Deep Conditioner Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,KinKind Give,,GBP,8.95,100.0,main_engine,PRD1c1228d1,Amazon.co.uk - Amazon.co.uk-Seller,97.6,Conditioner Bar
8.3,Superfly Soap,,GBP,PRDd8cac166,93.33,Superfly Soap Hair Conditioner Bar,Superfly Soap Solid Hair Conditioner Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Superfly Soap,,GBP,8.3,100.0,main_engine,PRD22ae5503,Amazon.co.uk - Amazon.co.uk-Seller,100.0,Conditioner Bar
7.0,,,GBP,PRD03dcabb3,66.67,Nourishing Conditioner Bar,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",50.0,Marigold Charms,,,Nourishing Conditioner,,GBP,5.99,50.0,main_engine,PRDe87d03f9,fruugo.co.uk,65.9,Conditioner Bar
7.0,,,GBP,PRD03dcabb3,90.0,Nourishing Conditioner Bar,alott - nourishing conditioner bar,50.0,Marigold Charms,,,Nourishing Conditioner,,GBP,16.0,50.0,main_engine,PRD2c4133ca,Jjungl,88.6,Conditioner Bar
7.0,,,GBP,PRD03dcabb3,80.0,Nourishing Conditioner Bar,alott - nourishing conditioner bar | Glow Organic,50.0,Marigold Charms,,,Nourishing Conditioner,,GBP,16.0,50.0,main_engine,PRDca4b0565,Glow Organic,74.8,Conditioner Bar
11.0,Kitsch,,GBP,PRD24781688,52.0,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,Kitsch Ultra Sensitive Conditioner & Shave Bar,50.0,Kitsch,,,Kitsch,,GBP,11.0,100.0,main_engine,PRD843209ee,Kitsch,73.9,Conditioner Bar
11.0,Kitsch,,GBP,PRD24781688,52.0,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,Kitsch Shea Butter Hydrating Conditioner Bar,50.0,Kitsch,,,Kitsch,,GBP,8.9,100.0,main_engine,PRD5b6320ff,eBay,78.8,Conditioner Bar
11.0,,,GBP,PRD24781688,59.89,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",50.0,Kitsch,,,Kitsch,,GBP,5.99,50.0,main_engine,PRDe87d03f9,fruugo.co.uk,65.1,Conditioner Bar
11.0,Kitsch,,GBP,PRD24781688,56.28,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,50.0,Kitsch,,,Kitsch,,GBP,21.01,100.0,main_engine,PRDf57f1fc4,OnBuy.com,77.3,Conditioner Bar
12.99,,,GBP,PRDc18dacd6,65.39,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,be CLEAR Oily Hair Conditioner Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Ethique Wonderbar,,GBP,6.39,50.0,main_engine,PRD7d5051ba,Cheeks Ahoy,73.0,Conditioner Bar
12.99,,,GBP,PRDc18dacd6,60.3,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,ethique Brightening Conditioner Bar for Brassy Hair Uses,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Ethique Wonderbar,,GBP,5.0,50.0,main_engine,PRD7f4e36a6,Ethique GB,65.4,Conditioner Bar
5.65,,,GBP,PRDaaa984c3,69.32,Solid Hair Conditioner Bar,be CLEAR Oily Hair Conditioner Bar,50.0,The Glow Company,,,Solid Hair,,GBP,6.39,50.0,main_engine,PRD7d5051ba,Cheeks Ahoy,73.2,Conditioner Bar
5.65,,,GBP,PRDaaa984c3,68.89,Solid Hair Conditioner Bar,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",50.0,The Glow Company,,,Solid Hair,,GBP,5.99,50.0,main_engine,PRDe87d03f9,fruugo.co.uk,67.4,Conditioner Bar
9.0,Bain,105.0,GBP,PRDa43053ee,82.22,Bain & Savon Natural Conditioner Bar,Bain & Savon Natural Conditioner Bar Brittle Heat Damaged Hair,50.0,Peace With The Wild,,,Bain,g,GBP,9.0,100.0,main_engine,PRDbb255664,Peace With The Wild,96.4,Conditioner Bar
6.5,The Soap,,GBP,PRD9d164e19,90.0,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Fragrance Free,50.0,Eco Bee,,,The Soap,,GBP,5.85,100.0,main_engine,PRD949949da,Babi Pur,100.0,Conditioner Bar
6.5,The Soap,,GBP,PRD9d164e19,90.0,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Lavender & Orange,50.0,Eco Bee,,,The Soap,,GBP,5.85,100.0,main_engine,PRD253e76e4,Babi Pur,100.0,Conditioner Bar
3.0,,,GBP,PRD5c42e109,84.0,Coconut Conditioner Bar,chey haircare Conditioner Bar Coconut,50.0,Independent Design Collective,,,Coconut Conditioner,,GBP,6.0,50.0,main_engine,PRD8aa035ef,Kiyo Beauty,82.7,Conditioner Bar
3.0,Coconut Conditioner,,GBP,PRD5c42e109,100.0,Coconut Conditioner Bar,Coconut Conditioner Bar,50.0,Independent Design Collective,,,Coconut Conditioner,,GBP,5.25,100.0,main_engine,PRD5c42e109,Superfly Soap,100.0,Conditioner Bar
3.0,Coconut Conditioner,,GBP,PRD5c42e109,68.0,Coconut Conditioner Bar,"Coconut Conditioner Bar - Rich Nourishing & Volumizing - Hair Moisturizing & Strengthening Solid Soap Bar, Plastic-Free, Silicone & Sulfate Free",50.0,Independent Design Collective,,,Coconut Conditioner,,GBP,18.55,100.0,main_engine,PRD1f1b0352,Snapklik.com,88.9,Conditioner Bar
9.81,,,GBP,PRDd804dba8,77.79,Ecostore Nourishing Conditioner Bar,alott - nourishing conditioner bar,50.0,Nourished Life,,,Ecostore Nourishing,,GBP,16.0,50.0,main_engine,PRD2c4133ca,Jjungl,74.6,Conditioner Bar
6.39,Conditioner Bar,,GBP,PRD7d5051ba,63.98,be CLEAR Oily Hair Conditioner Bar,Conditioner Bar for Thin Hair,50.0,Cheeks Ahoy,,,,,GBP,13.0,50.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,70.3,Conditioner Bar
6.39,Conditioner Bar,,GBP,PRD7d5051ba,62.06,be CLEAR Oily Hair Conditioner Bar,Conditioner Bar for Hair Growth,50.0,Cheeks Ahoy,,,,,GBP,22.26,50.0,main_engine,PRD5cc056bd,Snapklik.com,66.9,Conditioner Bar
6.39,Conditioner,105.0,GBP,PRD7d5051ba,66.85,be CLEAR Oily Hair Conditioner Bar,Conditioner bar for oily hair - – Bain & Savon Ltd,50.0,Cheeks Ahoy,,,,g,GBP,9.99,50.0,main_engine,PRDe84588de,Fab Discounts,73.2,Conditioner Bar
6.39,Open Range,,GBP,PRD7d5051ba,62.06,be CLEAR Oily Hair Conditioner Bar,Open Range Hair Conditioner Bar,50.0,Cheeks Ahoy,,,,,GBP,6.24,50.0,main_engine,PRD1d6375ad,eBay,65.4,Conditioner Bar
6.39,Donggubat Hair,100.0,GBP,PRD7d5051ba,65.14,be CLEAR Oily Hair Conditioner Bar,Donggubat Hair Conditioner Bar,50.0,Cheeks Ahoy,,,,g,GBP,8.69,50.0,main_engine,PRDee369425,Olive Young Global,66.0,Conditioner Bar
8.0,Lemon Solid,,GBP,PRD272cfb82,80.0,Lemon Solid Conditioner Bar,Lemon Solid Conditioner - Hair & Bee Solid Conditioner Bar Conditioner bar in tin,50.0,The Pampered Blue Bee,,,Lemon Solid,,GBP,6.99,100.0,main_engine,PRDa1005f77,Bee Haven Bodycare & Gifts,100.0,Conditioner Bar
9.6,Conditioner Bar,,GBP,PRDd44093d8,46.75,Conditioner Bar for All Hair Types,Conditioner Bar with Tea Tree and Rosemary,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,8.0,100.0,main_engine,PRDcb7727bd,Change Skincare Uk,72.8,Conditioner Bar
9.6,Conditioner Bar,,GBP,PRDd44093d8,49.13,Conditioner Bar for All Hair Types,Conditioner Bar - Lavender & Amyris,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,10.0,100.0,main_engine,PRDb030f508,Havens Treasures,74.8,Conditioner Bar
9.6,,,GBP,PRDd44093d8,73.33,Conditioner Bar for All Hair Types,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,5.99,50.0,main_engine,PRDe87d03f9,fruugo.co.uk,72.0,Conditioner Bar
9.6,Conditioner Bar,,GBP,PRDd44093d8,45.62,Conditioner Bar for All Hair Types,Conditioner Bar - Patchouli & Rose Geranium,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,10.0,100.0,main_engine,PRD8cdfbccc,Havens Treasures,68.2,Conditioner Bar
9.6,Conditioner Bar,,GBP,PRDd44093d8,77.2,Conditioner Bar for All Hair Types,Conditioner Bar for Thin Hair,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,13.0,100.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,100.0,Conditioner Bar
9.6,,60.0,GBP,PRDd44093d8,64.2,Conditioner Bar for All Hair Types,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,50.0,Owl & Bee UK,,,Conditioner Bar,g,GBP,114.93,50.0,main_engine,PRD05a78c1c,eBay,65.7,Conditioner Bar
9.6,,,GBP,PRDd44093d8,65.66,Conditioner Bar for All Hair Types,ethique Brightening Conditioner Bar for Brassy Hair Uses,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,5.0,50.0,main_engine,PRD7f4e36a6,Ethique GB,65.8,Conditioner Bar
9.6,Lemon Conditioner,,GBP,PRDd44093d8,94.29,Conditioner Bar for All Hair Types,Lemon Conditioner Bar For All Hair Types,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,2.99,0.0,main_engine,PRD98e3b410,Not On The High Street,66.1,Conditioner Bar
9.6,Conditioner Bar,,GBP,PRDd44093d8,75.22,Conditioner Bar for All Hair Types,Conditioner Bar for Hair Growth,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,22.26,100.0,main_engine,PRD5cc056bd,Snapklik.com,98.5,Conditioner Bar
9.6,CONDITIONER BAR,,GBP,PRDd44093d8,45.95,Conditioner Bar for All Hair Types,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDb007f6f2,pure-keratin.com,70.4,Conditioner Bar
9.6,CONDITIONER BAR,,GBP,PRDd44093d8,45.32,Conditioner Bar for All Hair Types,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,50.0,Owl & Bee UK,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDc3647fd8,pure-keratin.com,72.0,Conditioner Bar
8.0,Hairy Jayne,,GBP,PRDc8e73bf0,81.58,Hairy Jayne Musk Conditioner Bar,Hairy Jayne Solid Conditioner Bar,50.0,Hairy Jayne,,,Hairy Jayne,,GBP,9.0,100.0,main_engine,PRDe4a75ca8,Zero Store,100.0,Conditioner Bar
9.85,Notice Hair,,GBP,PRDce3bdf79,79.28,Notice Hair Co. Detoxifier Conditioner Bar,Notice Hair Co. Stimulator Conditioner Bar,50.0,Cheeks Ahoy,,,Notice Hair,,GBP,9.85,100.0,main_engine,PRD20a91ac1,Cheeks Ahoy,99.8,Conditioner Bar
7.95,,,GBP,PRD58ebb55e,68.89,All Natural Conditioner Bar,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",50.0,Not On The High Street,,,All Natural,,GBP,5.99,50.0,main_engine,PRDe87d03f9,fruugo.co.uk,66.5,Conditioner Bar
7.95,,,GBP,PRD58ebb55e,72.34,All Natural Conditioner Bar,pure anada Soothing Natural Conditioner Bar,50.0,Not On The High Street,,,All Natural,,GBP,23.5,50.0,main_engine,PRD431f8794,Live in the Light,70.8,Conditioner Bar
7.95,Natural Conditioner,,GBP,PRD58ebb55e,90.0,All Natural Conditioner Bar,Natural Conditioner Bar,50.0,Not On The High Street,,,All Natural,,GBP,8.0,0.0,main_engine,PRD591db5d1,Wriggly Tin Soap Co.,67.5,Conditioner Bar
5.45,Foamie Conditioner,45.0,GBP,PRD5315495b,63.89,Foamie Conditioner Bar Aloe You Vera Much,Foamie Conditioner Bar Hibiskiss,50.0,Edward Leonard Conroy,,,Foamie Conditioner,g,GBP,7.0,100.0,main_engine,PRDbe97e872,Cosmetify,84.3,Conditioner Bar
6.0,,60.0,GBP,PRDc9b3c65a,82.22,Anihana Conditioner Bar Lavender & Lemon,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,100.0,HealthPost.co.nz,g,60.0,Anihana Conditioner,g,GBP,114.93,50.0,main_engine,PRD4f126442,eBay,100.0,Conditioner Bar
6.0,,60.0,GBP,PRDc9b3c65a,56.15,Anihana Conditioner Bar Lavender & Lemon,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,100.0,HealthPost.co.nz,g,60.0,Anihana Conditioner,g,GBP,114.93,50.0,main_engine,PRD05a78c1c,eBay,77.4,Conditioner Bar
11.0,Kitsch,,GBP,PRD843209ee,55.61,Kitsch Ultra Sensitive Conditioner & Shave Bar,Kitsch Shea Butter Hydrating Conditioner Bar,50.0,Kitsch,,,Kitsch,,GBP,8.9,100.0,main_engine,PRD5b6320ff,eBay,76.4,Conditioner Bar
11.0,Kitsch,,GBP,PRD843209ee,46.0,Kitsch Ultra Sensitive Conditioner & Shave Bar,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,50.0,Kitsch,,,Kitsch,,GBP,21.01,100.0,main_engine,PRDf57f1fc4,OnBuy.com,70.4,Conditioner Bar
8.9,Kitsch,,GBP,PRD5b6320ff,46.0,Kitsch Shea Butter Hydrating Conditioner Bar,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,50.0,eBay,,,Kitsch,,GBP,21.01,100.0,main_engine,PRDf57f1fc4,OnBuy.com,68.9,Conditioner Bar
8.9,Shea Butter,,GBP,PRD5b6320ff,86.67,Kitsch Shea Butter Hydrating Conditioner Bar,Shea Butter Conditioner Bar,50.0,eBay,,,Kitsch,,GBP,6.0,0.0,main_engine,PRD4619ebd6,Slater Cosmetics,70.1,Conditioner Bar
8.0,Conditioner Bar,,GBP,PRDcb7727bd,48.02,Conditioner Bar with Tea Tree and Rosemary,Conditioner Bar - Lavender & Amyris,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,10.0,100.0,main_engine,PRDb030f508,Havens Treasures,78.4,Conditioner Bar
8.0,Conditioner Bar,,GBP,PRDcb7727bd,43.56,Conditioner Bar with Tea Tree and Rosemary,Conditioner Bar - Patchouli & Rose Geranium,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,10.0,100.0,main_engine,PRD8cdfbccc,Havens Treasures,71.0,Conditioner Bar
8.0,Conditioner Bar,,GBP,PRDcb7727bd,48.91,Conditioner Bar with Tea Tree and Rosemary,Conditioner Bar for Thin Hair,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,13.0,100.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,74.2,Conditioner Bar
8.0,Conditioner Bar,,GBP,PRDcb7727bd,47.13,Conditioner Bar with Tea Tree and Rosemary,Conditioner Bar for Hair Growth,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,22.26,100.0,main_engine,PRD5cc056bd,Snapklik.com,72.6,Conditioner Bar
8.0,CONDITIONER BAR,,GBP,PRDcb7727bd,44.73,Conditioner Bar with Tea Tree and Rosemary,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDb007f6f2,pure-keratin.com,67.4,Conditioner Bar
8.0,CONDITIONER BAR,,GBP,PRDcb7727bd,40.0,Conditioner Bar with Tea Tree and Rosemary,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,50.0,Change Skincare Uk,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDc3647fd8,pure-keratin.com,67.7,Conditioner Bar
6.0,Coconut Conditioner,,GBP,PRD8aa035ef,84.0,chey haircare Conditioner Bar Coconut,Coconut Conditioner Bar,50.0,Kiyo Beauty,,,,,GBP,5.25,50.0,main_engine,PRD5c42e109,Superfly Soap,82.7,Conditioner Bar
10.0,Conditioner Bar,,GBP,PRDb030f508,50.56,Conditioner Bar - Lavender & Amyris,Conditioner Bar - Patchouli & Rose Geranium,50.0,Havens Treasures,,,Conditioner Bar,,GBP,10.0,100.0,main_engine,PRD8cdfbccc,Havens Treasures,74.3,Conditioner Bar
10.0,Conditioner Bar,,GBP,PRDb030f508,52.34,Conditioner Bar - Lavender & Amyris,Conditioner Bar for Thin Hair,50.0,Havens Treasures,,,Conditioner Bar,,GBP,13.0,100.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,76.8,Conditioner Bar
10.0,,60.0,GBP,PRDb030f508,64.36,Conditioner Bar - Lavender & Amyris,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,50.0,Havens Treasures,,,Conditioner Bar,g,GBP,114.93,50.0,main_engine,PRD4f126442,eBay,68.5,Conditioner Bar
10.0,Conditioner Bar,,GBP,PRDb030f508,50.56,Conditioner Bar - Lavender & Amyris,Conditioner Bar for Hair Growth,50.0,Havens Treasures,,,Conditioner Bar,,GBP,22.26,100.0,main_engine,PRD5cc056bd,Snapklik.com,74.9,Conditioner Bar
10.0,CONDITIONER BAR,,GBP,PRDb030f508,52.04,Conditioner Bar - Lavender & Amyris,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,50.0,Havens Treasures,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDb007f6f2,pure-keratin.com,72.8,Conditioner Bar
10.0,CONDITIONER BAR,,GBP,PRDb030f508,67.36,Conditioner Bar - Lavender & Amyris,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,50.0,Havens Treasures,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDc3647fd8,pure-keratin.com,90.0,Conditioner Bar
11.0,Conditioner Bar,,GBP,PRD83fea41d,92.0,Rose Geranium Conditioner Bar,Conditioner Bar - Patchouli & Rose Geranium,50.0,Wharfedale Soaps,,,Rose Geranium,,GBP,10.0,0.0,main_engine,PRD8cdfbccc,Havens Treasures,65.9,Conditioner Bar
5.99,Conditioner Bar,,GBP,PRDe87d03f9,62.76,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",Conditioner Bar for Thin Hair,50.0,fruugo.co.uk,,,,,GBP,13.0,50.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,65.0,Conditioner Bar
5.99,Castor Oil,,GBP,PRDe87d03f9,82.01,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...","Castor Oil Hair Bar - Nourishing and Soothing Natural Deep Conditioner for All Hair Types - Moisturizing and Cleansing Bar, Vegan, Smooth and",50.0,fruugo.co.uk,,,,,GBP,4.59,50.0,main_engine,PRDa54dce4c,Amazon.co.uk - Amazon.co.uk-Seller,83.4,Conditioner Bar
5.99,Natural Conditioner,,GBP,PRDe87d03f9,66.67,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",Natural Conditioner Bar,50.0,fruugo.co.uk,,,,,GBP,8.0,50.0,main_engine,PRD591db5d1,Wriggly Tin Soap Co.,65.5,Conditioner Bar
5.99,Lemon Conditioner,,GBP,PRDe87d03f9,67.77,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",Lemon Conditioner Bar For All Hair Types,50.0,fruugo.co.uk,,,,,GBP,2.99,50.0,main_engine,PRD98e3b410,Not On The High Street,67.1,Conditioner Bar
5.99,Curly,,GBP,PRDe87d03f9,58.84,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",Curly & Dry Hair Conditioner Bar | Shea Butter & Olive Oil | Natural & Nourishing Solid Conditioner,50.0,fruugo.co.uk,,,,,GBP,7.5,50.0,main_engine,PRD0965fae1,Riwaya,67.0,Conditioner Bar
7.43,,60.0,GBP,PRDb526dedc,50.86,Shampoobars Conditioner Bar,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,100.0,Salontotal.co.uk,g,60.0,Shampoobars Conditioner,g,GBP,114.93,50.0,main_engine,PRD4f126442,eBay,73.5,Conditioner Bar
7.43,,60.0,GBP,PRDb526dedc,50.86,Shampoobars Conditioner Bar,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,100.0,Salontotal.co.uk,g,60.0,Shampoobars Conditioner,g,GBP,114.93,50.0,main_engine,PRD05a78c1c,eBay,73.9,Conditioner Bar
10.0,Conditioner Bar,,GBP,PRD8cdfbccc,50.91,Conditioner Bar - Patchouli & Rose Geranium,Conditioner Bar for Thin Hair,50.0,Havens Treasures,,,Conditioner Bar,,GBP,13.0,100.0,main_engine,PRDd94aeaa8,Local Boom Gift Shop,71.6,Conditioner Bar
10.0,Conditioner Bar,,GBP,PRD8cdfbccc,49.13,Conditioner Bar - Patchouli & Rose Geranium,Conditioner Bar for Hair Growth,50.0,Havens Treasures,,,Conditioner Bar,,GBP,22.26,100.0,main_engine,PRD5cc056bd,Snapklik.com,71.5,Conditioner Bar
10.0,CONDITIONER BAR,,GBP,PRD8cdfbccc,46.73,Conditioner Bar - Patchouli & Rose Geranium,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,50.0,Havens Treasures,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDb007f6f2,pure-keratin.com,66.2,Conditioner Bar
13.0,,,GBP,PRDd94aeaa8,65.01,Conditioner Bar for Thin Hair,"unbrand Rosemary & Biotin Conditioner Bar for Thinning Hair - Volume Conditioner Bar for Strengthening Hair Roots, Hair Thickening & Nourishing and...",50.0,Local Boom Gift Shop,,,Conditioner Bar,,GBP,10.63,50.0,main_engine,PRD6511d359,fruugo.co.uk,67.1,Conditioner Bar
13.0,,,GBP,PRDd94aeaa8,72.12,Conditioner Bar for Thin Hair,ethique Brightening Conditioner Bar for Brassy Hair Uses,50.0,Local Boom Gift Shop,,,Conditioner Bar,,GBP,5.0,50.0,main_engine,PRD7f4e36a6,Ethique GB,70.0,Conditioner Bar
13.0,Conditioner Bar,,GBP,PRDd94aeaa8,81.01,Conditioner Bar for Thin Hair,Conditioner Bar for Hair Growth,50.0,Local Boom Gift Shop,,,Conditioner Bar,,GBP,22.26,100.0,main_engine,PRD5cc056bd,Snapklik.com,100.0,Conditioner Bar
13.0,CONDITIONER BAR,,GBP,PRDd94aeaa8,50.91,Conditioner Bar for Thin Hair,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,50.0,Local Boom Gift Shop,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDb007f6f2,pure-keratin.com,71.9,Conditioner Bar
13.0,CONDITIONER BAR,,GBP,PRDd94aeaa8,48.91,Conditioner Bar for Thin Hair,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,50.0,Local Boom Gift Shop,,,Conditioner Bar,,GBP,18.55,100.0,main_engine,PRDc3647fd8,pure-keratin.com,72.4,Conditioner Bar
8.3,Hair Conditioner,95.0,GBP,PRDc3edf337,46.36,Hair Conditioner Bar by Superfly Soap Banana Fragrance. Natural,Hair Conditioner Bar- - Patchouli & Sandalwood - SUMA,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Hair Conditioner,g,GBP,5.75,100.0,main_engine,PRDfcb66de9,The Evolution,73.6,Conditioner Bar
23.5,Natural Conditioner,,GBP,PRD431f8794,80.0,pure anada Soothing Natural Conditioner Bar,Natural Conditioner Bar,50.0,Live in the Light,,,,,GBP,8.0,50.0,main_engine,PRD591db5d1,Wriggly Tin Soap Co.,76.0,Conditioner Bar
10.63,Conditioner Bar,,GBP,PRD6511d359,63.03,"unbrand Rosemary & Biotin Conditioner Bar for Thinning Hair - Volume Conditioner Bar for Strengthening Hair Roots, Hair Thickening & Nourishing and...",Conditioner Bar for Hair Growth,50.0,fruugo.co.uk,,,,,GBP,22.26,50.0,main_engine,PRD5cc056bd,Snapklik.com,65.5,Conditioner Bar
12.5,Fragrance-Free Solid,,GBP,PRD06a28bad,88.57,The Fragrance Free One - Solid Conditioner Bar,Fragrance-Free Solid Conditioner Bar,50.0,Urban Makers,g,65.0,The Fragrance,,GBP,7.55,0.0,main_engine,PRD47cdc87a,Superfly Soap,65.6,Conditioner Bar
13.0,Ethique Solid,,GBP,PRDcf6f224f,68.95,Ethique Solid Conditioner Bar in The Buff - Unscented,Ethique Solid Conditioner Bar Kookabara,50.0,Amazon.co.uk - Amazon.co.uk-Seller,g,60.0,Ethique Solid,,GBP,12.24,100.0,main_engine,PRD3ee5456d,Sassy Organics,87.6,Conditioner Bar
8.5,Friendly Soap,90.0,GBP,PRDc69720c2,93.33,Friendly Fragrance free conditioner bar,Friendly Soap Conditioner Bar - Fragrance-free,50.0,Refill It,,,Friendly Fragrance,g,GBP,33.22,0.0,main_engine,PRDa1991032,eBay - gudz_uk,65.7,Conditioner Bar
